region;municipality;settlement;latitude;longitude;fullOfficeName
Калужская область;Спас-Деменский;Спас-Деменск;54.40972222222221;34.018888888888895;Калужская область, Спас-Деменский, г. Спас-Деменск
Калужская область;Сухиничский;Сухиничи;54.101666666666695;35.339444444444396;Калужская область, Сухиничский, г. Сухиничи
Калужская область;Тарусский;Таруса;54.7236111111111;37.16722222222221;Калужская область, Тарусский, г. Таруса
Калужская область;Юхновский;Юхнов;54.7447222222222;35.2425;Калужская область, Юхновский, г. Юхнов
Калужская область;город Калуга;Калуга;54.5358333333333;36.2483333333333;Калужская область, город Калуга, г. Калуга
Калужская область;город Обнинск;Обнинск;55.1119444444444;36.5866666666667;Калужская область, город Обнинск, г. Обнинск
Камчатский край;Вилючинский городской округ;Вилючинск;52.9069444444444;158.418333333333;Камчатский край, Вилючинский городской округ, г. Вилючинск
Камчатский край;Елизовский район;Елизово;53.183055555555605;158.388333333333;Камчатский край, Елизовский район, г. Елизово
Камчатский край;Петропавловск-Камчатский городской округ;Петропавловск-Камчатский;53.0369444444444;158.655833333333;Камчатский край, Петропавловск-Камчатский городской округ, г. Петропавловск-Камчатский
Карачаево-Черкесская республика;;Карачаевск;43.7730555555556;41.9144444444444;Карачаево-Черкесская республика, г. Карачаевск
Карачаево-Черкесская республика;Карачаевск;Теберда;43.4438888888889;41.7413888888889;Карачаево-Черкесская республика, Карачаевск, г. Теберда
Карачаево-Черкесская республика;Усть-Джегутинский район;Усть-Джегута;44.0838888888889;41.9711111111111;Карачаево-Черкесская республика, Усть-Джегутинский район, г. Усть-Джегута
Карачаево-Черкесская республика;;Черкесск;44.226666666666695;42.0466666666667;Карачаево-Черкесская республика, г. Черкесск
Кемеровская область;Анжеро-Судженский;Анжеро-Судженск;56.0830555555556;86.0183333333333;Кемеровская область, Анжеро-Судженский, г. Анжеро-Судженск
Кемеровская область;Беловский;Белово;54.4222222222222;86.30361111111108;Кемеровская область, Беловский, г. Белово
Кемеровская область;Берёзовский;Березовский;55.6666666666667;86.25;Кемеровская область, Берёзовский, г. Березовский
Кемеровская область;Гурьевский район;Гурьевск;54.2858333333333;85.9475;Кемеровская область, Гурьевский район, г. Гурьевск
Кемеровская область;Гурьевский район;Салаир;54.235;85.80305555555559;Кемеровская область, Гурьевский район, г. Салаир
Кемеровская область;Калтанский;Калтан;53.5211111111111;87.27722222222219;Кемеровская область, Калтанский, г. Калтан
Кемеровская область;Кемеровский;Кемерово;55.3541666666667;86.08972222222219;Кемеровская область, Кемеровский, г. Кемерово
Кемеровская область;Киселёвский;Киселевск;54.006111111111096;86.6366666666667;Кемеровская область, Киселёвский, г. Киселевск
Кемеровская область;;Ленинск-Кузнецкий;54.663611111111095;86.1622222222222;Кемеровская область, г. Ленинск-Кузнецкий
Кемеровская область;Мариинский район;Мариинск;56.2091666666667;87.735;Кемеровская область, Мариинский район, г. Мариинск
Кемеровская область;Междуреченский;Междуреченск;53.686666666666696;88.0702777777778;Кемеровская область, Междуреченский, г. Междуреченск
Кемеровская область;Мысковский;Мыски;53.7125;87.80555555555559;Кемеровская область, Мысковский, г. Мыски
Кемеровская область;Новокузнецкий;Новокузнецк;53.7575;87.13611111111109;Кемеровская область, Новокузнецкий, г. Новокузнецк
Кемеровская область;Осинниковский;Осинники;53.5986111111111;87.33694444444441;Кемеровская область, Осинниковский, г. Осинники
Кемеровская область;Полысаевский;Полысаево;54.605555555555604;86.2808333333333;Кемеровская область, Полысаевский, г. Полысаево
Кемеровская область;Прокопьевский;Прокопьевск;53.8844444444444;86.75;Кемеровская область, Прокопьевский, г. Прокопьевск
Кемеровская область;Тайгинский;Тайга;56.065;85.6311111111111;Кемеровская область, Тайгинский, г. Тайга
Кемеровская область;Таштагольский район;Таштагол;52.7594444444444;87.84777777777781;Кемеровская область, Таштагольский район, г. Таштагол
Кемеровская область;Топкинский район;Топки;55.2763888888889;85.61527777777779;Кемеровская область, Топкинский район, г. Топки
Кемеровская область;Юргинский;Юрга;55.7136111111111;84.9338888888889;Кемеровская область, Юргинский, г. Юрга
Кировская область;Белохолуницкий район;Белая Холуница;58.843611111111095;50.852777777777796;Кировская область, Белохолуницкий район, г. Белая Холуница
Кировская область;Верхнекамский район;Кирс;59.34;52.241388888888906;Кировская область, Верхнекамский район, г. Кирс
Кировская область;Вятскополянский район;Вятские Поляны;56.2286111111111;51.0613888888889;Кировская область, Вятскополянский район, г. Вятские Поляны
Кировская область;Вятскополянский район;Сосновка;56.2533333333333;51.2833333333333;Кировская область, Вятскополянский район, г. Сосновка
Кировская область;Зуевский район;Зуевка;58.4033333333333;51.133333333333304;Кировская область, Зуевский район, г. Зуевка
Кировская область;;Киров;58.6036111111111;49.663888888888906;Кировская область, г. Киров
Кировская область;Кирово-Чепецкий район;Кирово-Чепецк;58.5561111111111;50.0316666666667;Кировская область, Кирово-Чепецкий район, г. Кирово-Чепецк
Кировская область;Котельничский район;Котельнич;58.3033333333333;48.3475;Кировская область, Котельничский район, г. Котельнич
Кировская область;Лузский район;Луза;60.6291666666667;47.2611111111111;Кировская область, Лузский район, г. Луза
Кировская область;Малмыжский район;Малмыж;56.5244444444444;50.6783333333333;Кировская область, Малмыжский район, г. Малмыж
Кировская область;Мурашинский район;Мураши;59.3955555555556;48.9638888888889;Кировская область, Мурашинский район, г. Мураши
Кировская область;Нолинский район;Нолинск;57.559722222222206;49.9358333333333;Кировская область, Нолинский район, г. Нолинск
Кировская область;Омутнинский район;Омутнинск;58.669722222222205;52.1894444444444;Кировская область, Омутнинский район, г. Омутнинск
Кировская область;Орловский район;Орлов;58.539166666666695;48.892777777777795;Кировская область, Орловский район, г. Орлов
Кировская область;Слободской район;Слободской;58.7319444444444;50.1836111111111;Кировская область, Слободской район, г. Слободской
Кировская область;Советский район;Советск;57.5875;48.9594444444444;Кировская область, Советский район, г. Советск
Кировская область;Уржумский район;Уржум;57.1097222222222;50.0058333333333;Кировская область, Уржумский район, г. Уржум
Кировская область;Яранский район;Яранск;57.304166666666696;47.848055555555604;Кировская область, Яранский район, г. Яранск
Костромская область;Буйский район;Буй;58.4816666666667;41.5330555555556;Костромская область, Буйский район, г. Буй
Костромская область;Галичский район;Галич;58.381111111111096;42.34722222222221;Костромская область, Галичский район, г. Галич
Костромская область;Город Волгореченск;Волгореченск;57.4394444444444;41.1575;Костромская область, Город Волгореченск, г. Волгореченск
Костромская область;Город Нерехта и Нерехтский район;Нерехта;57.4544444444444;40.5725;Костромская область, Город Нерехта и Нерехтский район, г. Нерехта
Костромская область;Город Нея и Нейский район;Нея;58.2944444444444;43.8780555555556;Костромская область, Город Нея и Нейский район, г. Нея
Костромская область;Кологривский район;Кологрив;58.8269444444444;44.3188888888889;Костромская область, Кологривский район, г. Кологрив
Костромская область;Костромской район;Кострома;57.767777777777795;40.9263888888889;Костромская область, Костромской район, г. Кострома
Костромская область;Макарьевский район;Макарьев;57.88;43.807777777777794;Костромская область, Макарьевский район, г. Макарьев
Костромская область;Мантуровский район;Мантурово;58.328611111111094;44.757222222222204;Костромская область, Мантуровский район, г. Мантурово
Костромская область;Солигаличский район;Солигалич;59.078611111111094;42.2877777777778;Костромская область, Солигаличский район, г. Солигалич
Костромская область;Чухломский район;Чухлома;58.7533333333333;42.6886111111111;Костромская область, Чухломский район, г. Чухлома
Костромская область;Шарьинский район;Шарья;58.3697222222222;45.5180555555556;Костромская область, Шарьинский район, г. Шарья
Краснодарский край;Абинский район;Абинск;44.8680555555556;38.161666666666704;Краснодарский край, Абинский район, г. Абинск
Краснодарский край;Апшеронский район;Апшеронск;44.4583333333333;39.73;Краснодарский край, Апшеронский район, г. Апшеронск
Краснодарский край;Апшеронский район;Хадыженск;44.412222222222205;39.5319444444444;Краснодарский край, Апшеронский район, г. Хадыженск
Краснодарский край;Белореченский район;Белореченск;44.7611111111111;39.871111111111105;Краснодарский край, Белореченский район, г. Белореченск
Краснодарский край;Город Армавир;Армавир;45.0011111111111;41.1325;Краснодарский край, Город Армавир, г. Армавир
Краснодарский край;Город Горячий Ключ;Горячий Ключ;44.6344444444444;39.1355555555556;Краснодарский край, Город Горячий Ключ, г. Горячий Ключ
Краснодарский край;Город Краснодар;Краснодар;45.040277777777796;38.9761111111111;Краснодарский край, Город Краснодар, г. Краснодар
Краснодарский край;Город-герой Новороссийск;Новороссийск;44.7236111111111;37.7686111111111;Краснодарский край, Город-герой Новороссийск, г. Новороссийск
Краснодарский край;Город-курорт Анапа;Анапа;44.895;37.316388888888895;Краснодарский край, Город-курорт Анапа, г. Анапа
Краснодарский край;Город-курорт Геленджик;Геленджик;44.5630555555556;38.0791666666667;Краснодарский край, Город-курорт Геленджик, г. Геленджик
Краснодарский край;Город-курорт Сочи;Сочи;43.5855555555556;39.723055555555604;Краснодарский край, Город-курорт Сочи, г. Сочи
Краснодарский край;Гулькевичский район;Гулькевичи;45.3583333333333;40.6963888888889;Краснодарский край, Гулькевичский район, г. Гулькевичи
Краснодарский край;Ейский район;Ейск;46.7105555555556;38.27777777777779;Краснодарский край, Ейский район, г. Ейск
Краснодарский край;Кавказский район;Кропоткин;45.434722222222206;40.5761111111111;Краснодарский край, Кавказский район, г. Кропоткин
Краснодарский край;Кореновский район;Кореновск;45.4641666666667;39.4588888888889;Краснодарский край, Кореновский район, г. Кореновск
Краснодарский край;Крымский район;Крымск;44.9344444444444;37.9855555555556;Краснодарский край, Крымский район, г. Крымск
Краснодарский край;Курганинский район;Курганинск;44.8877777777778;40.5913888888889;Краснодарский край, Курганинский район, г. Курганинск
Краснодарский край;Лабинский район;Лабинск;44.635277777777794;40.7244444444444;Краснодарский край, Лабинский район, г. Лабинск
Краснодарский край;Новокубанский район;Новокубанск;45.1038888888889;41.0475;Краснодарский край, Новокубанский район, г. Новокубанск
Краснодарский край;Приморско-Ахтарский район;Приморско-Ахтарск;46.0516666666667;38.1705555555556;Краснодарский край, Приморско-Ахтарский район, г. Приморско-Ахтарск
Краснодарский край;Славянский район;Славянск-на-Кубани;45.2605555555556;38.1261111111111;Краснодарский край, Славянский район, г. Славянск-на-Кубани
Краснодарский край;Темрюкский район;Темрюк;45.27;37.385277777777794;Краснодарский край, Темрюкский район, г. Темрюк
Краснодарский край;Тимашёвский район;Тимашевск;45.6186111111111;38.9455555555556;Краснодарский край, Тимашёвский район, г. Тимашевск
Краснодарский край;Тихорецкий район;Тихорецк;45.85472222222221;40.1258333333333;Краснодарский край, Тихорецкий район, г. Тихорецк
Краснодарский край;Туапсинский район;Туапсе;44.0986111111111;39.0719444444444;Краснодарский край, Туапсинский район, г. Туапсе
Краснодарский край;Усть-Лабинский район;Усть-Лабинск;45.2166666666667;39.6944444444444;Краснодарский край, Усть-Лабинский район, г. Усть-Лабинск
Красноярский край;;Ачинск;56.269444444444396;90.4952777777778;Красноярский край, г. Ачинск
Красноярский край;;Боготол;56.21;89.53;Красноярский край, г. Боготол
Красноярский край;;Бородино;55.9055555555556;94.90222222222219;Красноярский край, г. Бородино
Красноярский край;;Дивногорск;55.95777777777779;92.38;Красноярский край, г. Дивногорск
Красноярский край;;Енисейск;58.4486111111111;92.1652777777778;Красноярский край, г. Енисейск
Красноярский край;ЗАТО город Железногорск;Железногорск;56.25;93.5333333333333;Красноярский край, ЗАТО город Железногорск, г. Железногорск
Красноярский край;ЗАТО город Зеленогорск;Зеленогорск;56.116666666666696;94.5833333333333;Красноярский край, ЗАТО город Зеленогорск, г. Зеленогорск
Красноярский край;Иланский район;Иланский;56.2375;96.0672222222222;Красноярский край, Иланский район, г. Иланский
Красноярский край;;Канск;56.205;95.705;Красноярский край, г. Канск
Красноярский край;Кежемский район;Кодинск;58.6033333333333;99.1797222222222;Красноярский край, Кежемский район, г. Кодинск
Красноярский край;;Красноярск;56.0105555555556;92.8525;Красноярский край, г. Красноярск
Красноярский край;Курагинский район;Артемовск;54.345277777777795;93.43611111111109;Красноярский край, Курагинский район, г. Артемовск
Красноярский край;;Лесосибирск;58.2216666666667;92.50361111111108;Красноярский край, г. Лесосибирск
Красноярский край;;Минусинск;53.7105555555556;91.68722222222219;Красноярский край, г. Минусинск
Красноярский край;;Назарово;56.0125;90.4177777777778;Красноярский край, г. Назарово
Красноярский край;;Норильск;69.3491666666667;88.20111111111109;Красноярский край, г. Норильск
Красноярский край;Рыбинский район;Заозерный;55.9602777777778;94.70944444444442;Красноярский край, Рыбинский район, г. Заозерный
Красноярский край;;Сосновоборск;56.120277777777794;93.33555555555559;Красноярский край, г. Сосновоборск
Красноярский край;Таймырский Долгано-Ненецкий район;Дудинка;69.4055555555556;86.1777777777778;Красноярский край, Таймырский Долгано-Ненецкий район, г. Дудинка
Красноярский край;Туруханский район;Игарка;67.4666666666667;86.58138888888891;Красноярский край, Туруханский район, г. Игарка
Красноярский край;Ужурский район;Ужур;55.3141666666667;89.8333333333333;Красноярский край, Ужурский район, г. Ужур
Красноярский край;Уярский район;Уяр;55.8130555555556;94.3283333333333;Красноярский край, Уярский район, г. Уяр
Красноярский край;;Шарыпово;55.539166666666695;89.1802777777778;Красноярский край, г. Шарыпово
Курганская область;Далматовский район;Далматово;56.261944444444396;62.938888888888904;Курганская область, Далматовский район, г. Далматово
Курганская область;Катайский район;Катайск;56.2908333333333;62.58;Курганская область, Катайский район, г. Катайск
Курганская область;;Курган;55.4544444444444;65.3219444444444;Курганская область, г. Курган
Курганская область;Куртамышский район;Куртамыш;54.9125;64.43361111111109;Курганская область, Куртамышский район, г. Куртамыш
Курганская область;Макушинский район;Макушино;55.205;67.2486111111111;Курганская область, Макушинский район, г. Макушино
Курганская область;Петуховский район;Петухово;55.065;67.8875;Курганская область, Петуховский район, г. Петухово
Курганская область;;Шадринск;56.0869444444444;63.629722222222206;Курганская область, г. Шадринск
Курганская область;Шумихинский район;Шумиха;55.2280555555556;63.290277777777796;Курганская область, Шумихинский район, г. Шумиха
Курганская область;Щучанский район;Щучье;55.2088888888889;62.7477777777778;Курганская область, Щучанский район, г. Щучье
Курская область;Город Железногорск;Железногорск;52.3380555555556;35.3516666666667;Курская область, Город Железногорск, г. Железногорск
Курская область;Город Курск;Курск;51.73027777777779;36.1927777777778;Курская область, Город Курск, г. Курск
Курская область;Город Курчатов;Курчатов;51.660555555555604;35.6572222222222;Курская область, Город Курчатов, г. Курчатов
Курская область;Город Льгов;Льгов;51.6869444444444;35.28;Курская область, Город Льгов, г. Льгов
Курская область;Город Щигры;Щигры;51.8761111111111;36.9119444444444;Курская область, Город Щигры, г. Щигры
Курская область;Дмитриевский;Дмитриев;52.1269444444444;35.073888888888895;Курская область, Дмитриевский, г. Дмитриев
Курская область;Обоянский;Обоянь;51.21;36.2675;Курская область, Обоянский, г. Обоянь
Курская область;Рыльский;Рыльск;51.5680555555556;34.6802777777778;Курская область, Рыльский, г. Рыльск
Курская область;Суджанский;Суджа;51.191944444444395;35.2719444444444;Курская область, Суджанский, г. Суджа
Курская область;Фатежский;Фатеж;52.0916666666667;35.853888888888896;Курская область, Фатежский, г. Фатеж
Ленинградская область;Бокситогорский муниципальный район;Бокситогорск;59.4736111111111;33.8477777777778;Ленинградская область, Бокситогорский муниципальный район, г. Бокситогорск
Ленинградская область;Бокситогорский муниципальный район;Пикалево;59.5130555555556;34.1772222222222;Ленинградская область, Бокситогорский муниципальный район, г. Пикалево
Ленинградская область;Волосовский муниципальный район;Волосово;59.4472222222222;29.4847222222222;Ленинградская область, Волосовский муниципальный район, г. Волосово
Ленинградская область;Волховский муниципальный район;Волхов;59.8183333333333;32.3675;Ленинградская область, Волховский муниципальный район, г. Волхов
Ленинградская область;Волховский муниципальный район;Новая Ладога;60.11;32.3141666666667;Ленинградская область, Волховский муниципальный район, г. Новая Ладога
Ленинградская область;Волховский муниципальный район;Сясьстрой;60.1419444444444;32.5566666666667;Ленинградская область, Волховский муниципальный район, г. Сясьстрой
Ленинградская область;Всеволожский муниципальный район;Всеволожск;60.0191666666667;30.6455555555556;Ленинградская область, Всеволожский муниципальный район, г. Всеволожск
Ленинградская область;Выборгский муниципальный район;Выборг;60.714444444444396;28.7572222222222;Ленинградская область, Выборгский муниципальный район, г. Выборг
Ленинградская область;Выборгский муниципальный район;Высоцк;60.6252777777778;28.568055555555603;Ленинградская область, Выборгский муниципальный район, г. Высоцк
Ленинградская область;Выборгский муниципальный район;Каменногорск;60.9508333333333;29.130833333333303;Ленинградская область, Выборгский муниципальный район, г. Каменногорск
Ленинградская область;Выборгский муниципальный район;Приморск;60.366111111111096;28.6136111111111;Ленинградская область, Выборгский муниципальный район, г. Приморск
Ленинградская область;Выборгский муниципальный район;Светогорск;61.1111111111111;28.872777777777802;Ленинградская область, Выборгский муниципальный район, г. Светогорск
Ленинградская область;Гатчинский муниципальный район;Гатчина;59.565277777777794;30.1280555555556;Ленинградская область, Гатчинский муниципальный район, г. Гатчина
Ленинградская область;Гатчинский муниципальный район;Коммунар;59.6216666666667;30.393611111111102;Ленинградская область, Гатчинский муниципальный район, г. Коммунар
Ленинградская область;Кингисеппский муниципальный район;Ивангород;59.3766666666667;28.2230555555556;Ленинградская область, Кингисеппский муниципальный район, г. Ивангород
Ленинградская область;Кингисеппский муниципальный район;Кингисепп;59.374166666666696;28.611388888888897;Ленинградская область, Кингисеппский муниципальный район, г. Кингисепп
Ленинградская область;Киришский муниципальный район;Кириши;59.4505555555556;32.0152777777778;Ленинградская область, Киришский муниципальный район, г. Кириши
Ленинградская область;Кировский муниципальный район;Кировск;59.8752777777778;30.981388888888898;Ленинградская область, Кировский муниципальный район, г. Кировск
Ленинградская область;Кировский муниципальный район;Отрадное;59.7725;30.798888888888897;Ленинградская область, Кировский муниципальный район, г. Отрадное
Ленинградская область;Кировский муниципальный район;Шлиссельбург;59.9444444444444;31.033333333333303;Ленинградская область, Кировский муниципальный район, г. Шлиссельбург
Ленинградская область;Лодейнопольский муниципальный район;Лодейное Поле;60.732222222222205;33.5522222222222;Ленинградская область, Лодейнопольский муниципальный район, г. Лодейное Поле
Ленинградская область;Лужский муниципальный район;Луга;58.7325;29.849166666666697;Ленинградская область, Лужский муниципальный район, г. Луга
Ленинградская область;Подпорожский муниципальный район;Подпорожье;60.9127777777778;34.1569444444444;Ленинградская область, Подпорожский муниципальный район, г. Подпорожье
Ленинградская область;Приозерский муниципальный район;Приозерск;61.0366666666667;30.1197222222222;Ленинградская область, Приозерский муниципальный район, г. Приозерск
Ленинградская область;Сланцевский муниципальный район;Сланцы;59.117777777777796;28.088055555555602;Ленинградская область, Сланцевский муниципальный район, г. Сланцы
Ленинградская область;Сосновоборский городской округ;Сосновый Бор;59.9041666666667;29.0922222222222;Ленинградская область, Сосновоборский городской округ, г. Сосновый Бор
Ленинградская область;Тихвинский муниципальный район;Тихвин;59.6441666666667;33.5422222222222;Ленинградская область, Тихвинский муниципальный район, г. Тихвин
Ленинградская область;Тосненский муниципальный район;Любань;59.3333333333333;31.2661111111111;Ленинградская область, Тосненский муниципальный район, г. Любань
Ленинградская область;Тосненский муниципальный район;Никольское;59.7044444444444;30.7875;Ленинградская область, Тосненский муниципальный район, г. Никольское
Ленинградская область;Тосненский муниципальный район;Тосно;59.5341666666667;30.8580555555556;Ленинградская область, Тосненский муниципальный район, г. Тосно
Липецкая область;Город Елец;Елец;52.6191666666667;38.5;Липецкая область, Город Елец, г. Елец
Липецкая область;Город Липецк;Липецк;52.6041666666667;39.5936111111111;Липецкая область, Город Липецк, г. Липецк
Липецкая область;Грязинский район;Грязи;52.483611111111095;39.95777777777779;Липецкая область, Грязинский район, г. Грязи
Липецкая область;Данковский район;Данков;53.2444444444444;39.1416666666667;Липецкая область, Данковский район, г. Данков
Липецкая область;Задонский район;Задонск;52.3919444444444;38.9194444444444;Липецкая область, Задонский район, г. Задонск
Липецкая область;Лебедянский район;Лебедянь;53.0205555555556;39.1313888888889;Липецкая область, Лебедянский район, г. Лебедянь
Липецкая область;Усманский район;Усмань;52.0433333333333;39.7361111111111;Липецкая область, Усманский район, г. Усмань
Липецкая область;Чаплыгинский район;Чаплыгин;53.2405555555556;39.9669444444444;Липецкая область, Чаплыгинский район, г. Чаплыгин
Магаданская область;;Магадан;59.5605555555556;150.798888888889;Магаданская область, г. Магадан
Магаданская область;Сусуманский;Сусуман;62.7805555555556;148.153888888889;Магаданская область, Сусуманский, г. Сусуман
Москва;Восточный;Москва;55.7538888888889;37.620277777777794;Москва, Восточный, г. Москва
Москва;Западный;Москва;55.7538888888889;37.620277777777794;Москва, Западный, г. Москва
Москва;Зеленоградский;Москва;55.7538888888889;37.620277777777794;Москва, Зеленоградский, г. Москва
Москва;Новомосковский;Москва;55.7538888888889;37.620277777777794;Москва, Новомосковский, г. Москва
Москва;Северный;Москва;55.7538888888889;37.620277777777794;Москва, Северный, г. Москва
Москва;Северо-Восточный;Москва;55.7538888888889;37.620277777777794;Москва, Северо-Восточный, г. Москва
Москва;Северо-Западный;Москва;55.7538888888889;37.620277777777794;Москва, Северо-Западный, г. Москва
Москва;Троицкий;Москва;55.7538888888889;37.620277777777794;Москва, Троицкий, г. Москва
Москва;Центральный;Москва;55.7538888888889;37.620277777777794;Москва, Центральный, г. Москва
Москва;Юго-Восточный;Москва;55.7538888888889;37.620277777777794;Москва, Юго-Восточный, г. Москва
Москва;Юго-Западный;Москва;55.7538888888889;37.620277777777794;Москва, Юго-Западный, г. Москва
Москва;Южный;Москва;55.7538888888889;37.620277777777794;Москва, Южный, г. Москва
Московская область;;Балашиха;55.796388888888906;37.9383333333333;Московская область, г. Балашиха
Московская область;;Бронницы;55.425555555555604;38.2641666666667;Московская область, г. Бронницы
Московская область;Волоколамский;Волоколамск;56.0358333333333;35.958611111111104;Московская область, Волоколамский, г. Волоколамск
Московская область;Воскресенский;Воскресенск;55.3230555555556;38.6733333333333;Московская область, Воскресенский, г. Воскресенск
Московская область;;Дзержинский;55.6308333333333;37.849722222222205;Московская область, г. Дзержинский
Московская область;Дмитровский;Дмитров;56.345;37.518333333333295;Московская область, Дмитровский, г. Дмитров
Московская область;Дмитровский;Яхрома;56.29;37.4844444444444;Московская область, Дмитровский, г. Яхрома
Московская область;;Долгопрудный;55.9336111111111;37.5144444444444;Московская область, г. Долгопрудный
Московская область;;Домодедово;55.4369444444444;37.7675;Московская область, г. Домодедово
Московская область;;Дубна;56.743888888888904;37.1730555555556;Московская область, г. Дубна
Московская область;Егорьевский;Егорьевск;55.3830555555556;39.035833333333294;Московская область, Егорьевский, г. Егорьевск
Московская область;;Жуковский;55.59777777777779;38.1194444444444;Московская область, г. Жуковский
Московская область;ЗАТО Краснознаменск;Краснознаменск;55.59777777777779;37.0394444444444;Московская область, ЗАТО Краснознаменск, г. Краснознаменск
Московская область;Зарайский;Зарайск;54.7569444444444;38.8747222222222;Московская область, Зарайский, г. Зарайск
Московская область;;Звенигород;55.72972222222221;36.8541666666667;Московская область, г. Звенигород
Московская область;;Ивантеевка;55.97;37.9175;Московская область, г. Ивантеевка
Московская область;Истринский;Дедовск;55.86;37.120555555555605;Московская область, Истринский, г. Дедовск
Московская область;Истринский;Истра;55.914166666666695;36.8605555555556;Московская область, Истринский, г. Истра
Московская область;Истринский;Снегири;55.885;37.0394444444444;Московская область, Истринский, г. Снегири
Московская область;Каширский;Кашира;54.8344444444444;38.1511111111111;Московская область, Каширский, г. Кашира
Московская область;Каширский;Ожерелье;54.7925;38.2658333333333;Московская область, Каширский, г. Ожерелье
Московская область;Клинский;Высоковск;56.3202777777778;36.551111111111105;Московская область, Клинский, г. Высоковск
Московская область;Клинский;Клин;56.3316666666667;36.7286111111111;Московская область, Клинский, г. Клин
Московская область;;Коломна;55.1030555555556;38.7530555555556;Московская область, г. Коломна
Московская область;Королёв;Королев;55.9222222222222;37.8544444444444;Московская область, Королёв, г. Королев
Московская область;;Котельники;55.65972222222221;37.863333333333294;Московская область, г. Котельники
Московская область;;Красноармейск;56.1208333333333;38.1405555555556;Московская область, г. Красноармейск
Московская область;Красногорский;Красногорск;55.831944444444396;37.3294444444444;Московская область, Красногорский, г. Красногорск
Московская область;Ленинский;Видное;55.5572222222222;37.708611111111104;Московская область, Ленинский, г. Видное
Московская область;;Лобня;56.011944444444396;37.475;Московская область, г. Лобня
Московская область;;Лосино-Петровский;55.8713888888889;38.2005555555556;Московская область, г. Лосино-Петровский
Московская область;Луховицкий;Луховицы;54.96527777777779;39.025277777777795;Московская область, Луховицкий, г. Луховицы
Московская область;;Лыткарино;55.5777777777778;37.90333333333329;Московская область, г. Лыткарино
Московская область;Люберецкий;Люберцы;55.6763888888889;37.8980555555556;Московская область, Люберецкий, г. Люберцы
Московская область;Можайский;Можайск;55.506666666666696;36.0172222222222;Московская область, Можайский, г. Можайск
Московская область;Мытищинский;Мытищи;55.9094444444444;37.7338888888889;Московская область, Мытищинский, г. Мытищи
Московская область;Наро-Фоминский;Апрелевка;55.5452777777778;37.073333333333295;Московская область, Наро-Фоминский, г. Апрелевка
Московская область;Наро-Фоминский;Верея;55.3433333333333;36.1855555555556;Московская область, Наро-Фоминский, г. Верея
Московская область;Наро-Фоминский;Наро-Фоминск;55.3861111111111;36.7344444444444;Московская область, Наро-Фоминский, г. Наро-Фоминск
Московская область;Ногинский;Ногинск;55.855;38.4427777777778;Московская область, Ногинский, г. Ногинск
